StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q164,Q167,Q167_15_TEXT,Q168,Q242,Q153,Q233,Q233_4_TEXT,Q155,Q155_12_TEXT,Q248,Q239,Q239_7_TEXT,Q169,Q143_Id,Q143_Name,Q143_Size,Q143_Type,QID22,Q93,Q93_11_TEXT,Q98_1,Q98_2,Q98_3,Q98_12,Q197_1,Q197_2,Q197_12,Q197_13,Q197_14,Q197_14_TEXT,Q99_1,Q99_2,Q99_6,Q99_3,Q99_4,Q99_5,Q99_7,Q99_8,Q100_1,Q100_2,Q100_3,Q100_4,Q219_1,Q219_2,Q219_2_TEXT,Q219_3,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q17,Q45,Q45_7_TEXT,Q46,Q46_7_TEXT,Q47,Q47_3_TEXT,Q49,Q49_11_TEXT,Q50,Q50_5_TEXT,Q59,Q60,Q60_5_TEXT,Q157,Q158,Q158_13_TEXT,Q176,Q176_7_TEXT,Q177,Q178,Q189,Q179,Q179_9_TEXT,Q232,Q233.1,Q233_9_TEXT,Q233_5_TEXT,Q234,Q235,Q235_3_TEXT,Q236,Q237,Q238,Q238_6_TEXT,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q23,Q23_3_TEXT,Q25,Q25_4_TEXT,Q27,Q27_5_TEXT,Q29,Q29_6_TEXT,Q31,Q31_8_TEXT,Q33,Q33_7_TEXT,Q36,Q36_7_TEXT,Q39,Q39_4_TEXT,Q41,Q41_5_TEXT,Q43,Q43_5_TEXT,Q238_1,Q238_2,Q238_3,Q238_4,Q238_5,Q238_6,Q238_7,Q238_8,Q103,Q103_9_TEXT,Q105_1,Q105_2,Q105_3,Q105_4,Q105_5,Q105_6,Q105_6_TEXT,Q105_7,Q107,Q107_7_TEXT,Q110,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q111_6,Q111_7,Q111_8,Q111_9,Q111_10,Q111_11,Q111_12,Q111_12_TEXT,Q113,Q115_1,Q115_2,Q115_3,Q115_4,Q115_5,Q115_6,Q115_7,Q115_8,Q115_8_TEXT,Q152,Q152_8_TEXT,Q226_1_1,Q226_1_2,Q226_2_1,Q226_2_2,Q226_3_TEXT,Q226_3_1,Q226_3_2,Q137,Q91,Q116,Q66,Q111_1.1,Q69,Q231,Q68_1,Q70,Q71,Q71_4_TEXT,Q72,Q72_4_TEXT,Q74,Q74_11_TEXT,Q77_1,Q78,Q230,Q80_1,Q84,Q81,Q81_4_TEXT,Q82,Q82_4_TEXT,Q83,Q83_9_TEXT,Q121,Q121_4_TEXT,Q85,Q85_4_TEXT,Q62_1,Q62_1_TEXT,Q62_2,Q62_3,Q62_4,Q63,Q63_9_TEXT,Q92_1_1,Q92_1_2,Q92_1_3,Q92_2_1,Q92_2_2,Q92_2_3,Q92_3_1,Q92_3_2,Q92_3_3,Q92_4_1,Q92_4_2,Q92_4_3,Q92_5_1,Q92_5_2,Q92_5_3,Q92_6_1,Q92_6_2,Q92_6_3,Q92_7_1,Q92_7_2,Q92_7_3,Q92_8_TEXT,Q92_8_1,Q92_8_2,Q92_8_3,Q88_1_1,Q88_1_2,Q88_1_3,Q88_2_1,Q88_2_2,Q88_2_3,Q88_3_1,Q88_3_2,Q88_3_3,Q88_4_TEXT,Q88_4_1,Q88_4_2,Q88_4_3,Q89_1_1,Q89_1_2,Q89_1_3,Q89_2_1,Q89_2_2,Q89_2_3,Q89_3_1,Q89_3_2,Q89_3_3,Q89_4_TEXT,Q89_4_1,Q89_4_2,Q89_4_3,Q227_1_1,Q227_1_2,Q227_1_3,Q227_2_1,Q227_2_2,Q227_2_3,Q227_3_1,Q227_3_2,Q227_3_3,Q227_4_1,Q227_4_2,Q227_4_3,Q227_5_TEXT,Q227_5_1,Q227_5_2,Q227_5_3,Q228_1_1,Q228_1_5,Q228_1_2,Q228_2_1,Q228_2_5,Q228_2_2,Q228_3_1,Q228_3_5,Q228_3_2,Q228_4_1,Q228_4_5,Q228_4_2,Q228_5_1,Q228_5_5,Q228_5_2,Q228_6_1,Q228_6_5,Q228_6_2,Q228_7_1,Q228_7_5,Q228_7_2,Q228_8_1,Q228_8_5,Q228_8_2,Q228_9_1,Q228_9_5,Q228_9_2,Q228_10_TEXT,Q228_10_1,Q228_10_5,Q228_10_2,Q245_1,Q245_2,Q245_3,Q245_4,Q245_5,Q245_6,Q245_7,Q245_8,Q245_9,Q245_10,Q245_11,Q245_12,Q245_13,Q245_13_TEXT,Q245_14,Q245_15,Q251,Q251_5_TEXT,Q246,Q249_1,Q249_2,Q249_3,Q249_4,Q249_5,Q249_6,Q249_7,Q249_8,Q249_9,Q249_10,Q249_11,Q249_12,Q249_13,Q249_14,Q249_15,Q249_16,Q249_17,Q249_18,Q249_19,Q249_19_TEXT,Q249_20,Q249_21,Q252,Q252_5_TEXT,Q250,Q253,Country_Cleaned_Up
10/10/22 7:07,10/11/22 3:58,100,75021,True,10/11/22 3:58,Unite State,A whole floor or similar larger subsection of a building,,201-500 sqm (5380 sqft),Completed - the case study has been completed,26 to 50 years,Listed or historical building,,General office,,16-30,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Data about the building operators or operations policies for non-residential case studies,Building HVAC and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",Office workers,,30.0,70.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,,,,,,,,,,,Facility manager,,Building owner,,Other (please specify),6:00AM to 18:00PM,"Yes, Occupant comfort",,Windows,,No,,,Yes,Other (please describe),RTU(Roof top unit),Mechanical - Forced Air,,Less than 5 zones,51 m2 to 200 m2 (2150 sqft),10+ Occupants,"CO2,RH,Temperature,Discharge air temperature (i.e., air temperature at supply diffuser),Others","PIR sensor, Occ number counting sensor, OA flow rate",5 - 10 years,,,,,,,,,None,,Motion sensing,Motion sensing,Radio-based,Radio-based,Not collected,Not collected,,,,,,,PIR,,Other,radar based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,2021.9,2022.1,2022.2,2022.9,,,,Automatic,Aware that intervention is occurring,,Zone-level actuation,"Heating,Cooling and Ventilation",,"Set point control,Schedule control,Actuator control (e.g. dampers)","Temperature,Other",Outdoor Air Flow Rate,Setback schedule change,,Terminal device damper,,Gain scheduling PID,,,,,,,,,,,,,,,,,"Presence,Count",,Building  simulation,,,Energy efficiency,,,,5-20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,predict occupancy number,,,Other,Occupancy number,1001-5000,,,,,,,,,,,,,,,,Baseline Model,,Baseline Model,,,,,Python,,,"We plan to share data/code, but haven't yet",United States
10/11/22 20:59,10/11/22 22:57,100,7123,True,10/11/22 22:58,China,A room or small set of rooms in a larger building,,101-200 sqm (2150 sqft),Analysis phase - completion of data collection and analysis underway,11 to 25 years,Listed or historical building,,University or higher education office,,11-15,"Yes, IRB/Ethics Review is approved.",,"https://doi.org/10.1016/j.enbuild.2021.110793, https://doi.org/10.1016/j.enbuild.2020.110300, https://doi.org/10.1016/j.buildenv.2022.109005",F_siG9YvuNNHDNQyJ,publications.rar,15676814.0,application/x-rar-compressed,"Data about the building operators or operations policies for non-residential case studies,Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facility manager,,Building tenant,,Only on request,,"No, they do not",,There were no restrictions,,Yes,Too much bureaucracy to get funding to install useful occupant sensors,,No,VAV AHU system without zone reheat or perimeter heating,,Natural ventilation,,Less than 5 zones,21 m2 to 50 m2 (538 sqft),10+ Occupants,,,,LED,,,Standalone on-off light switch (non-programmable),,,Less than 20 m2 (215 sqft.),10+ Occupants,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Roller shades",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Activity rate,Clothing level,Social norms,Degree of control",,"Comfort experience,Personal attitude",,,,,,"Heating,Cooling",,"Operable window,Adjustable internal blind,Light,Heating,Cooling",,,,,,,,,,Yes,Collected via Survey,,Collected via Survey,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Classification,,,Classification,,,,Classification,,,Classification,,,,,,"Thermal environmental sensor data (i.e.: temperature, humidity sensors)",,5000+,,Proposed Model (highest performer),,Proposed Model (not highest performing),,,,,,,,,,,,Proposed Model (highest performer),,,,,,,"Python,Other",Weka,,"We plan to share data/code, but haven't yet",China
10/15/22 0:06,10/15/22 0:14,100,483,True,10/15/22 0:15,South Korea,"A room or small set of rooms in a larger building,Rooms or subsections of multiple buildings",,201-500 sqm (5380 sqft),Completed - the case study has been completed,11 to 25 years,,,Mid- to high-rise apartment (more than five floors),,51-100,No IRB or Ethics review.,,http://bs.snu.ac.kr/publications/attachments/202209_KimJH_AIK.pdf,F_1C774hp6i1U39ft,Uncertainty Analysis of Indoor Illuminance and Lighting Control in a Living Room Space in Residential Buildings.pptx,1479042.0,application/vnd.openxmlformats-officedocument.presentationml.presentation,"Building lighting systems and automation and/or controls information,Data about occupant interaction interfaces and motivation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Degree of control,Others",,Light,,Light,,Light,,,,,,Phone system  (no tracking),,No,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea
10/18/22 1:42,10/18/22 1:55,100,774,True,10/18/22 1:55,South Korea,A room or small set of rooms in a larger building,,"1001-2000 sqm (21,500 sqft)",Completed - the case study has been completed,11 to 25 years,,,Mid- to high-rise apartment (more than five floors),,51-100,,,,F_1iqu8dzE6VeJdT3,Uncertainty in Predicting Heating Energy Consumption .pdf,1318514.0,application/pdf,"Data about the occupants (occupant demographics and/or meta data),Modes of occupant detection, presence and/or indoor environmental sensing",Residents,,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Education,Income,Health/ Well-being",,"Occupant type,Age,Gender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not collected,Motion sensing,Not collected,Not collected,Not collected,Not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea
10/18/22 5:41,10/18/22 6:12,100,1883,True,10/18/22 6:13,Switzerland,A whole building,,101-200 sqm (2150 sqft),Completed with publication - the case study has been completed and published (you can submit a link in a future question),,,,Detached/semi-detached house,,1-5,"Yes, IRB/Ethics Review is approved.",,https://doi.org/10.1016/j.apenergy.2022.118833,F_RQ4JitYvblhurm1,Occupant-centric control framework.pdf,7038250.0,application/pdf,"Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,Hot water use,,,Other,Hot water use data,5000+,,,,,,,,,,,,,,,,Proposed Model (highest performer),,,,,,,Python,,Baseline: Conventional rule-based controller Proposed: Deep Reinforcement Learning (Double DQN)  Comparison: Reinforcement Learning provides around 24% energy saving,"We plan to share data/code, but haven't yet",Switzerland
10/18/22 6:13,10/18/22 6:25,100,757,True,10/18/22 6:26,Switzerland,A whole building,,101-200 sqm (2150 sqft),Completed with publication - the case study has been completed and published (you can submit a link in a future question),,,,Detached/semi-detached house,,1-5,"Yes, IRB/Ethics Review is approved.",,https://doi.org/10.1016/j.apenergy.2022.119206,F_a4wzZgqpi0w0XU5,Occupant-Solar centric control framework.pdf,6995977.0,application/pdf,"Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,Hot water use,,,Other,Hot water use,5000+,,,,,,,,,,,,,,,,Proposed Model (highest performer),,,,,,,Python,,Baseline: Rule-based controls Proposed: Reinforcement Learning (Double DQN) Comparison: 7% to 22% energy saving,"We plan to share data/code, but haven't yet",Switzerland
10/27/22 0:25,10/27/22 1:53,100,5327,True,10/27/22 1:53,Denmark,"A whole floor or similar larger subsection of a building,A whole building,Other",Apartments with rooms within a whole building,"1001-2000 sqm (21,500 sqft)",Completed - the case study has been completed,Less than 10 years,"Recently renovated/refurbished,Other","Built in 1950, completely renovated in 2012",Low-rise apartment (less than four floors),,6-10,No IRB or Ethics review.,,"In progress, expected to be published early 2023. ",,,,,"Data about the occupants (occupant demographics and/or meta data),Building HVAC and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",Residents,,50.0,50.0,0.0,0.0,20.0,40.0,40.0,0.0,0.0,,40.0,0.0,20.0,0.0,20.0,0.0,0.0,20.0,0.0,100.0,0.0,0.0,100.0,0.0,,0.0,,"Occupant type,Health/ Well-being","Age,Gender,Education",,,,Occupant type,,Income,,,,,,,,,,,,,,,Yes,"CAV system,Floor heating/cooling,Other (please describe)",Water-based floor heating supplied by a GSHP and cooling (not reversible heat pump),Other,Balanced ventilation (decentral ventilation unit in each apartment),6 to 10 zones,51 m2 to 200 m2 (2150 sqft),2-4 Occupants,"CO2,RH,Temperature,Discharge air temperature (i.e., air temperature at supply diffuser),Window contact sensors,Door contact sensors",,11 - 15 years,,,,Standalone on-off light switch (non-programmable),,,51 m2 to 200 m2 (2150 sqft),2-4 Occupants,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Venetian blinds",,,,,Environmental sensing,Environmental sensing,Environmental sensing,,"Data from measurements at apartment level from energy use (electricity, heating, cooling, hot water and cold water)",,,,,,,,,"CO2-sensing,Temperature-sensing,Humidity-sensing",,,,,,,,,,,,,,"Activity rate,Clothing level,Comfort experience",,,,,Others,"Operable window,Adjustable internal blind,Heating,Cooling,Other",Room setpoint for heating/cooling,"Operable window,Adjustable internal blind,Heating,Cooling,Ventilation,Other",,,,,Other,There is already a display motivating the occupants to use electricity when its at its lowest during the day,,Face to Face communictaion (no tracking),,Yes,,Collected via Other Instrument,,,,,Collected via Survey,,,Collected via Survey,Collected via Survey,,"Collected via data analysis of energy use (heating, cooling, el, hot water and cold water)",No,,,,,,,,,,"Intervention related to system and control,Intervention related to occupants' adaptation",,November 2022,Janury 2022,16 january 2023,22 january 2023,Also an intervention period in the cooling season planned to be performed in August 2023,,,Manual,,Operators,"Zone-level actuation,System-level actuation (e.g., systems affecting multiple zones such as AHU)","Heating,Cooling and Ventilation,Windows",,Set point control,Temperature,,,,,,Other,"The intervention is planned, so answers are preliminary/predicted/hypothesis","Heating,Cooling",,,,,,,Other,"The intervention is planned, so answers are preliminary/predicted/hypothesis",Other,"The intervention is planned, so answers are preliminary/predicted/hypothesis",,,Data visualization,,"Presence,Activity / Occupant interaction with the building",,Machine Learning/ Deep Learning,"Machine Learning/ Deep Learning,Building  simulation",Machine Learning/ Deep Learning,"Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,To be performed as the intervention/measurement campaign is planned to be performed in January 2023,x,x,x,,,,,,,,,,To be performed as the intervention/measurement campaign is planned to be performed in January 2023,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Regression,Clustering/Unsupervised",,"Regression,Clustering/Unsupervised",,"Regression,Clustering/Unsupervised",,,,,"Regression,Clustering/Unsupervised","Regression,Clustering/Unsupervised",,"Regression,Clustering/Unsupervised",We are currently deciding on model,,,Other,Subjective feedback and thermal environmental sensor data,501-1000,,,Baseline Model,Baseline Model,,Baseline Model,,Baseline Model,,,,Baseline Model,,,,Baseline Model,,,,"This is the preliminary thought on model selection, we will test several before deciding (i choose the baseline just for indicating)",,,Python,,,Other,Denmark
10/27/22 4:21,10/27/22 5:12,100,3107,True,10/27/22 5:12,Belgium,Rooms or subsections of multiple buildings,,101-200 sqm (2150 sqft),"Implementation phase - installation of sensors, etc.","Less than 10 years,26 to 50 years","Recently renovated/refurbished,Other",,University or higher education office,,31-50,"Yes, IRB/Ethics Review is approved.",,,,,,,"Data about the occupants (occupant demographics and/or meta data),Data about the building operators or operations policies for non-residential case studies,Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,Development of machine learning models to predict human behavior, preference, or satisfaction","Office workers,Other",Researchers and phd students working at least halftime in the offices,25.0,75.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,Income,,"Occupant type,Age,Gender,Education,Health/ Well-being",,,,,Gender,,,,,Other (please specify),University,,,,,There were no restrictions,,,,,,,,,,,,,,,,,,,Standalone on-off light switch (non-programmable),,,21 m2 to 50 m2 (538 sqft.),5-10 Occupants,"Operable windows,Lights with manual override,Roller shades,Venetian blinds,Fan speed",,Not collected,Motion sensing,Not collected,Not collected,Not collected,Building Equipment State,,,,,,,PIR,,,,,,"Lighting State,Sunshade Position,Ventilation Operation State,Fan Operation State,Other","windows state, heaters state",,,,,,,,,,"Comfort experience,Personal attitude,Social norms,Degree of control,Others","Activity rate,Clothing level,Comfort experience,Personal attitude,Social norms,Degree of control,Others",,,,Social norms,,"Operable window,Adjustable external blind,Adjustable internal blind,Light,Heating,Fan,Other","heater, door","Operable window,Adjustable external blind,Adjustable internal blind,Light,Heating,Fan,Other",Adjustable external blind,,,,,,,No communication,,Yes,Collected via Survey,Collected via Survey,"Collected via Interviews,Collected via Survey","Collected via Interviews,Collected via Survey","Collected via Interviews,Collected via Survey","Collected via Interviews,Collected via Survey","Collected via Interviews,Collected via Survey",Collected via Survey,Collected via Survey,Collected via Survey,Collected via Survey,,,Yes,"Collected via Interviews,Collected via Survey",Collected via Interviews,Collected via Interviews,Not investigated,Collected via Interviews,Collected via Interviews,Collected via Interviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regression,Regression,Regression,Regression,,,Regression,Regression,Regression,Regression,Regression,,,,,,Other,"Subjective, environmental sensor, spatial data (could not select several options). The analysis have not been performed, we are in data collection stage. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium
10/31/22 22:03,11/3/22 10:27,100,217430,True,11/3/22 10:27,US,A whole building,,201-500 sqm (5380 sqft),Analysis phase - completion of data collection and analysis underway,,,,General office,,,,,,,,,,An intervention or experiment that was designed to improve building performance or occupant satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,,,,,,,,Automatic,,,"Zone-level actuation,System-level actuation (e.g., systems affecting multiple zones such as AHU)","Heating,Lighting,Cooling and Ventilation,Windows,Blinds",,"Set point control,Schedule control","Temperature,Illuminance",,Other,Based on probabilistic distribution derived from ASHRAE Comfort database,,,Other,Probabilistic,"Heating,Cooling,Ventilation,Lighting",,"Set point control,Schedule control",Supply air temperature setpoint,,Availability (on/off) schedule,,,,Other,,,,,,"Presence,Count,Activity / Occupant interaction with the building",,Agent-based modelling,Agent-based modelling,Manual adjustments by building operator,"Energy efficiency,Comfort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States
11/1/22 0:02,11/1/22 0:22,71,1194,False,11/7/22 23:22,USA,A whole building,,"1001-2000 sqm (21,500 sqft)",Completed with publication - the case study has been completed and published (you can submit a link in a future question),,,,General office,,31-50,"Yes, IRB/Ethics Review is approved.",,https://doi.org/10.1016/j.buildenv.2018.11.012; https://escholarship.org/uc/item/23t9k6rm,,,,,"Data about the occupants (occupant demographics and/or meta data),An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",Office workers,,54.0,46.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,,100.0,"Education,Income,Health/ Well-being",,"Occupant type,Age,Gender",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intervention related to system and control,,,,04/2016,10/2016,,,,Manual,,,Zone-level actuation,Cooling and Ventilation,,"Set point control,Schedule control,Actuator control (e.g. dampers)",Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States
11/16/22 2:20,11/16/22 2:34,43,868,False,11/23/22 2:34,Germany,"A room or small set of rooms in a larger building,A whole building",,"4001-8000 sqm (86,100 sqft)",Data collection phase - the case study data collection is currently underway,26 to 50 years,"Recently renovated/refurbished,Other",diffrent technical standards (high tech/low tech),University or higher education classroom,,16-30,,,,,,,,"Data about the building operators or operations policies for non-residential case studies,Building HVAC and automation and/or controls information,Building lighting systems and automation and/or controls information,Modes of occupant detection, presence and/or indoor environmental sensing,Data about occupant interaction interfaces and motivation,An intervention or experiment that was designed to improve building performance or occupant satisfaction,Development of machine learning models to predict human behavior, preference, or satisfaction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building Manager,,Other (please specify),own facility management,Other (please specify),Full time or regular,"Yes, Energy savings",,Not applicable,,,,,Yes,Other (please describe),controlled ventilation vs. window usage,Other,different test rooms,,,,CO2,,5 - 10 years,Other,,light temperature controlled LED,Programmable on same BAS network the HVAC controls,,,,,"Operable windows,Controllable thermostats (not those that display numbers and do nothing else),Lights with manual override,Roller shades",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany
